tier,entries,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
CHALLENGER,"{'summonerId': 'f0xuO90UdDAix7FGW7JYvnpnXxDieFZyFRrTDvhL8jbsVG9JHeL-t-07gQ', 'summonerName': '학시경', 'leaguePoints': 1294, 'rank': 'I', 'wins': 180, 'losses': 132, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",f0xuO90UdDAix7FGW7JYvnpnXxDieFZyFRrTDvhL8jbsVG9JHeL-t-07gQ,학시경,1294,180,132,True,False,False,True
CHALLENGER,"{'summonerId': 'e-EPEO3g7T2pr1C4TeRhaC4zSw0YT2E56EvIRoRF9wiQuwY', 'summonerName': 'NIKE TAILWIND', 'leaguePoints': 1038, 'rank': 'I', 'wins': 198, 'losses': 166, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",e-EPEO3g7T2pr1C4TeRhaC4zSw0YT2E56EvIRoRF9wiQuwY,NIKE TAILWIND,1038,198,166,False,False,True,True
CHALLENGER,"{'summonerId': 'aN5xND-cSpkneTocdIAEuRt7hb3sCXZg2WkdZzhNb4s7Og', 'summonerName': 'Acaron', 'leaguePoints': 1038, 'rank': 'I', 'wins': 102, 'losses': 63, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",aN5xND-cSpkneTocdIAEuRt7hb3sCXZg2WkdZzhNb4s7Og,Acaron,1038,102,63,False,False,True,True
CHALLENGER,"{'summonerId': 'LHV_PQNmmElsJTXst0-MQBeVOxE9EK5nxci3JO1D4IizIxc', 'summonerName': '쁘보배', 'leaguePoints': 1097, 'rank': 'I', 'wins': 336, 'losses': 249, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",LHV_PQNmmElsJTXst0-MQBeVOxE9EK5nxci3JO1D4IizIxc,쁘보배,1097,336,249,True,False,False,False
CHALLENGER,"{'summonerId': 'SkUTGb4C3UwPDMg9dkgcd9okm6KEeA7iNBji32UUDeYM8Q', 'summonerName': 'proooa', 'leaguePoints': 1056, 'rank': 'I', 'wins': 247, 'losses': 197, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",SkUTGb4C3UwPDMg9dkgcd9okm6KEeA7iNBji32UUDeYM8Q,proooa,1056,247,197,False,False,True,False
CHALLENGER,"{'summonerId': '6ZyxoTAVjqIqoZ-0DTnzU5H0AkgUksO_8fBIW5J5gNuwPQ4', 'summonerName': '김승유승김', 'leaguePoints': 1044, 'rank': 'I', 'wins': 79, 'losses': 58, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",6ZyxoTAVjqIqoZ-0DTnzU5H0AkgUksO_8fBIW5J5gNuwPQ4,김승유승김,1044,79,58,False,False,True,False
CHALLENGER,"{'summonerId': 'z5u3Fvb1GNmqhVh9xS2LukWFdIwB7gGszwZ7MmM5Et9VdUk', 'summonerName': '표 면', 'leaguePoints': 1105, 'rank': 'I', 'wins': 422, 'losses': 314, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",z5u3Fvb1GNmqhVh9xS2LukWFdIwB7gGszwZ7MmM5Et9VdUk,표 면,1105,422,314,False,False,True,True
CHALLENGER,"{'summonerId': 'ocxqkQj6s8Chp4BHDoQ2CsDfyAgd0WqxtK69Cl4cYrIscvM', 'summonerName': '용원부계', 'leaguePoints': 1087, 'rank': 'I', 'wins': 160, 'losses': 127, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",ocxqkQj6s8Chp4BHDoQ2CsDfyAgd0WqxtK69Cl4cYrIscvM,용원부계,1087,160,127,False,False,False,False
CHALLENGER,"{'summonerId': '8jj0d5fUU5Cxr4SlMZAHM_quOumxyAVfs2ObTk0kMX40VCBT4otcAv8Bmg', 'summonerName': '학식고래', 'leaguePoints': 1007, 'rank': 'I', 'wins': 191, 'losses': 154, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",8jj0d5fUU5Cxr4SlMZAHM_quOumxyAVfs2ObTk0kMX40VCBT4otcAv8Bmg,학식고래,1007,191,154,False,False,True,False
CHALLENGER,"{'summonerId': 'Ti8AvoESRVLdbb1WpR4Gzt49mZgjKw_gwW41Hi2tojImrQ', 'summonerName': 'No Flash', 'leaguePoints': 1005, 'rank': 'I', 'wins': 125, 'losses': 78, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",Ti8AvoESRVLdbb1WpR4Gzt49mZgjKw_gwW41Hi2tojImrQ,No Flash,1005,125,78,False,False,False,False
CHALLENGER,"{'summonerId': 'Whnd8HEkXVSwiIP4v9AOlnjq13_T56JUezRjlnW0u9IldJo', 'summonerName': '괴생명체 봉달이', 'leaguePoints': 1180, 'rank': 'I', 'wins': 182, 'losses': 148, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",Whnd8HEkXVSwiIP4v9AOlnjq13_T56JUezRjlnW0u9IldJo,괴생명체 봉달이,1180,182,148,False,False,False,True
CHALLENGER,"{'summonerId': 'w48f-84hGVEc6jNVyLt5HNLizjzeZghwIe06lAHCisia_A', 'summonerName': '지하닝', 'leaguePoints': 939, 'rank': 'I', 'wins': 352, 'losses': 257, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",w48f-84hGVEc6jNVyLt5HNLizjzeZghwIe06lAHCisia_A,지하닝,939,352,257,True,False,False,False
CHALLENGER,"{'summonerId': 'H6BNW78CFGrFNHLSZVpzQg9FTrZ56P4y4YcplkbjUPpNVxcx-oyz3muNDQ', 'summonerName': 'isaac11', 'leaguePoints': 1107, 'rank': 'I', 'wins': 281, 'losses': 273, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",H6BNW78CFGrFNHLSZVpzQg9FTrZ56P4y4YcplkbjUPpNVxcx-oyz3muNDQ,isaac11,1107,281,273,False,False,True,False
CHALLENGER,"{'summonerId': 'kTDmpqn4GvZ1R2-jh0W4NwSMnW8uN9L06lY7_6mt_t_w2HY', 'summonerName': '머리박기좋은날1', 'leaguePoints': 1010, 'rank': 'I', 'wins': 123, 'losses': 85, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",kTDmpqn4GvZ1R2-jh0W4NwSMnW8uN9L06lY7_6mt_t_w2HY,머리박기좋은날1,1010,123,85,False,False,True,False
CHALLENGER,"{'summonerId': 'lxbkoSLcwWASvjNYOhqIPnsctASu_MdErVn4T82lmYgS5A', 'summonerName': '피부미인드록바', 'leaguePoints': 1033, 'rank': 'I', 'wins': 178, 'losses': 141, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",lxbkoSLcwWASvjNYOhqIPnsctASu_MdErVn4T82lmYgS5A,피부미인드록바,1033,178,141,False,False,True,False
CHALLENGER,"{'summonerId': '95-yt_zuEq3YJjVTzbCCy0bJfnnLFF1iFaTBSPs3MACyzgU', 'summonerName': '슈퍼분날펭수', 'leaguePoints': 1187, 'rank': 'I', 'wins': 236, 'losses': 156, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",95-yt_zuEq3YJjVTzbCCy0bJfnnLFF1iFaTBSPs3MACyzgU,슈퍼분날펭수,1187,236,156,True,False,False,False
CHALLENGER,"{'summonerId': 'bhFy0LGWv1lqrxEH-FRJGLbUEbCEFYTFk-0MifAa6YIXIg', 'summonerName': '녕준이', 'leaguePoints': 1158, 'rank': 'I', 'wins': 142, 'losses': 108, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",bhFy0LGWv1lqrxEH-FRJGLbUEbCEFYTFk-0MifAa6YIXIg,녕준이,1158,142,108,False,False,False,False
CHALLENGER,"{'summonerId': 'fCqRourmPkWxsqlh7eIZ-yYzC_-N_2IryHQPaaruWs60biil26U_5x7h1A', 'summonerName': '나비로', 'leaguePoints': 1245, 'rank': 'I', 'wins': 168, 'losses': 113, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",fCqRourmPkWxsqlh7eIZ-yYzC_-N_2IryHQPaaruWs60biil26U_5x7h1A,나비로,1245,168,113,True,False,False,False
CHALLENGER,"{'summonerId': 'EqmUTe4J1M23cmBbQ9OHeOUIf_0mFZfj13L-iycehGgiUro', 'summonerName': '보토르', 'leaguePoints': 1445, 'rank': 'I', 'wins': 197, 'losses': 121, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",EqmUTe4J1M23cmBbQ9OHeOUIf_0mFZfj13L-iycehGgiUro,보토르,1445,197,121,True,False,False,False
CHALLENGER,"{'summonerId': 'COrBm0PwDMHyKCigABMLHWl58L2oA0ALuZ9ZHERsfcRr9w', 'summonerName': 'FW Maple', 'leaguePoints': 1086, 'rank': 'I', 'wins': 94, 'losses': 54, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",COrBm0PwDMHyKCigABMLHWl58L2oA0ALuZ9ZHERsfcRr9w,FW Maple,1086,94,54,False,False,False,False
CHALLENGER,"{'summonerId': 'iaAU43uQFJDi4gNmOK9-_VY4VxaDHIu0VV9OQ288Z6Fjdg', 'summonerName': 'Vincom', 'leaguePoints': 1183, 'rank': 'I', 'wins': 280, 'losses': 238, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",iaAU43uQFJDi4gNmOK9-_VY4VxaDHIu0VV9OQ288Z6Fjdg,Vincom,1183,280,238,False,False,False,True
CHALLENGER,"{'summonerId': 'c2NLgWbDUZ2jz3NltlWuiS_Fkk-ZcC1oAY4_xxb-tSSm7BJYN1hiqt22BQ', 'summonerName': 'SlHYUN', 'leaguePoints': 1211, 'rank': 'I', 'wins': 161, 'losses': 114, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",c2NLgWbDUZ2jz3NltlWuiS_Fkk-ZcC1oAY4_xxb-tSSm7BJYN1hiqt22BQ,SlHYUN,1211,161,114,False,False,False,False
CHALLENGER,"{'summonerId': 'JUSHYB5j5BvPOVHzxQ4iVS9_6UWt0J6FIk1Wg5uwjTc9Kw2CWzPeMfoJOw', 'summonerName': '정말 아쉬워요', 'leaguePoints': 1075, 'rank': 'I', 'wins': 188, 'losses': 134, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",JUSHYB5j5BvPOVHzxQ4iVS9_6UWt0J6FIk1Wg5uwjTc9Kw2CWzPeMfoJOw,정말 아쉬워요,1075,188,134,False,False,False,False
CHALLENGER,"{'summonerId': 'pjAAWKJ1_169owyaZ_Du0WWqE5GNtkFtimZ6psLuDIYu2oc', 'summonerName': '사스케', 'leaguePoints': 1043, 'rank': 'I', 'wins': 470, 'losses': 445, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",pjAAWKJ1_169owyaZ_Du0WWqE5GNtkFtimZ6psLuDIYu2oc,사스케,1043,470,445,False,False,True,True
CHALLENGER,"{'summonerId': '3-_hsY_CZizEV7GbV2PjPOpEkw408jbIHsjSPxAl6OJgCM0', 'summonerName': 'LIAR TROLLER', 'leaguePoints': 1054, 'rank': 'I', 'wins': 215, 'losses': 159, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",3-_hsY_CZizEV7GbV2PjPOpEkw408jbIHsjSPxAl6OJgCM0,LIAR TROLLER,1054,215,159,False,False,False,False
CHALLENGER,"{'summonerId': 'lN_M2WJUG2dNuBPW9tDWoLPQz3jUBtFeRkGk-P8ZgNjYsmJ2C9ChYeK25A', 'summonerName': '고고개미', 'leaguePoints': 1282, 'rank': 'I', 'wins': 397, 'losses': 314, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",lN_M2WJUG2dNuBPW9tDWoLPQz3jUBtFeRkGk-P8ZgNjYsmJ2C9ChYeK25A,고고개미,1282,397,314,True,False,False,False
CHALLENGER,"{'summonerId': '7YhDfAD1Shy47-jm881KSexq6Epx-YVFBsSQ0QC5H3grHgk', 'summonerName': '오늘은 이걸로 해', 'leaguePoints': 1058, 'rank': 'I', 'wins': 180, 'losses': 141, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",7YhDfAD1Shy47-jm881KSexq6Epx-YVFBsSQ0QC5H3grHgk,오늘은 이걸로 해,1058,180,141,False,False,False,False
CHALLENGER,"{'summonerId': '0DO6xJlwwNgWdaQ68BaAddXxPLR2BO9qIythgUDCvQXxYqE', 'summonerName': '오박사TV', 'leaguePoints': 1046, 'rank': 'I', 'wins': 422, 'losses': 290, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",0DO6xJlwwNgWdaQ68BaAddXxPLR2BO9qIythgUDCvQXxYqE,오박사TV,1046,422,290,True,False,False,False
CHALLENGER,"{'summonerId': '-FRuOhXVF1GIdyObJBQH7d_LFzmVXutHNHBquM4lVc5_X_o', 'summonerName': '나는 렁준', 'leaguePoints': 1145, 'rank': 'I', 'wins': 153, 'losses': 119, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",-FRuOhXVF1GIdyObJBQH7d_LFzmVXutHNHBquM4lVc5_X_o,나는 렁준,1145,153,119,False,False,False,True
CHALLENGER,"{'summonerId': 'vnPgfzNegIr5658sQJAtx1Re151Rj99gLXMKxrZl859Sa4I', 'summonerName': '상처투성 거북이', 'leaguePoints': 1228, 'rank': 'I', 'wins': 154, 'losses': 95, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",vnPgfzNegIr5658sQJAtx1Re151Rj99gLXMKxrZl859Sa4I,상처투성 거북이,1228,154,95,True,False,False,True
CHALLENGER,"{'summonerId': 'w8GCDsIiY_s4lD3G7ZhDmh2Q4xSXJfg7jZCmk-8yTuCPA2U', 'summonerName': '깔라깔라깔라만시', 'leaguePoints': 1018, 'rank': 'I', 'wins': 321, 'losses': 271, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",w8GCDsIiY_s4lD3G7ZhDmh2Q4xSXJfg7jZCmk-8yTuCPA2U,깔라깔라깔라만시,1018,321,271,False,False,True,False
CHALLENGER,"{'summonerId': '01EDoapEdahSnb3LRVAOvWsAAZtxIi3lT-NfYZ307eWGuDyNRcIi69Tbeg', 'summonerName': 'uuooy', 'leaguePoints': 1672, 'rank': 'I', 'wins': 201, 'losses': 89, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",01EDoapEdahSnb3LRVAOvWsAAZtxIi3lT-NfYZ307eWGuDyNRcIi69Tbeg,uuooy,1672,201,89,True,False,False,False
CHALLENGER,"{'summonerId': 'Q2t4K1Z_G_ONzqu9zUzpRw9ki6NsKIM2sAuavcBJths-Fnj9YS8-ltq1Uw', 'summonerName': '99cm강화몽둥이', 'leaguePoints': 1036, 'rank': 'I', 'wins': 97, 'losses': 66, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",Q2t4K1Z_G_ONzqu9zUzpRw9ki6NsKIM2sAuavcBJths-Fnj9YS8-ltq1Uw,99cm강화몽둥이,1036,97,66,False,False,False,False
CHALLENGER,"{'summonerId': 'RGlWirQVoPeW1rdgR7F2Y0T5L8__y_IlVLE_qfTVo5vEvQ', 'summonerName': 'Twitch 작은거인', 'leaguePoints': 996, 'rank': 'I', 'wins': 482, 'losses': 365, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",RGlWirQVoPeW1rdgR7F2Y0T5L8__y_IlVLE_qfTVo5vEvQ,Twitch 작은거인,996,482,365,True,False,False,False
CHALLENGER,"{'summonerId': 't-m3epSHzfgx3l4HrBMJrudBzrXXRqEp9tn6NfsEHAeYQkNUA6KNVqZq5w', 'summonerName': '롤체 조타', 'leaguePoints': 1007, 'rank': 'I', 'wins': 209, 'losses': 152, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",t-m3epSHzfgx3l4HrBMJrudBzrXXRqEp9tn6NfsEHAeYQkNUA6KNVqZq5w,롤체 조타,1007,209,152,False,False,True,True
CHALLENGER,"{'summonerId': 'ikhetpLjTeue8uKnPlswGlm09knrmlrJCu0YCxDWcAGLs3DHc38HBkK83g', 'summonerName': '080602', 'leaguePoints': 1200, 'rank': 'I', 'wins': 146, 'losses': 90, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",ikhetpLjTeue8uKnPlswGlm09knrmlrJCu0YCxDWcAGLs3DHc38HBkK83g,080602,1200,146,90,True,False,False,False
CHALLENGER,"{'summonerId': 'iQUTLxqwpD5_WxfoTMrnEopk18kTAWQIS4Zgnk_6GcGjSQ', 'summonerName': '은 텨', 'leaguePoints': 1031, 'rank': 'I', 'wins': 482, 'losses': 444, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",iQUTLxqwpD5_WxfoTMrnEopk18kTAWQIS4Zgnk_6GcGjSQ,은 텨,1031,482,444,False,False,True,True
CHALLENGER,"{'summonerId': '56hxicPy4YfpnUoTl1OWwYndwde-sEPNYpjZ96NJ3cCd6g9jJ2IvkyvhOQ', 'summonerName': '갓유비', 'leaguePoints': 1056, 'rank': 'I', 'wins': 118, 'losses': 88, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",56hxicPy4YfpnUoTl1OWwYndwde-sEPNYpjZ96NJ3cCd6g9jJ2IvkyvhOQ,갓유비,1056,118,88,False,False,False,True
CHALLENGER,"{'summonerId': 'ul2NaIGZN7DL7fXlX_B45Ds7_7gsWzh2IwdQM4TFim50dj0', 'summonerName': '백정1위', 'leaguePoints': 1023, 'rank': 'I', 'wins': 113, 'losses': 79, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",ul2NaIGZN7DL7fXlX_B45Ds7_7gsWzh2IwdQM4TFim50dj0,백정1위,1023,113,79,False,False,True,True
CHALLENGER,"{'summonerId': 'Vl9nNxwZ27GgjhQz0ZAXEiL3CQ3lc0LL_Dmm6-xnhcIUrOk', 'summonerName': '미 친 놈 z', 'leaguePoints': 1100, 'rank': 'I', 'wins': 277, 'losses': 246, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",Vl9nNxwZ27GgjhQz0ZAXEiL3CQ3lc0LL_Dmm6-xnhcIUrOk,미 친 놈 z,1100,277,246,False,False,True,False
CHALLENGER,"{'summonerId': 'mjAi_E-rZ2p5KL1SyQg04tcJaQv3FQNyjL0C_xMxVBv_M5Y', 'summonerName': '발 명', 'leaguePoints': 1144, 'rank': 'I', 'wins': 473, 'losses': 383, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",mjAi_E-rZ2p5KL1SyQg04tcJaQv3FQNyjL0C_xMxVBv_M5Y,발 명,1144,473,383,False,False,False,True
CHALLENGER,"{'summonerId': 'Zmr3oNCOUCw-ee5g7sgOWCv-UsxsLmjtbG108kWNIwVaHn4', 'summonerName': 'Isigami', 'leaguePoints': 1009, 'rank': 'I', 'wins': 121, 'losses': 94, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",Zmr3oNCOUCw-ee5g7sgOWCv-UsxsLmjtbG108kWNIwVaHn4,Isigami,1009,121,94,False,False,True,False
CHALLENGER,"{'summonerId': 'c_gVid53kMoxwThub9aaVu82iQuhNAsEZJCYFi1acClgLMnnrFDbAlTPwQ', 'summonerName': '그 뤠 잇 문', 'leaguePoints': 1076, 'rank': 'I', 'wins': 99, 'losses': 63, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",c_gVid53kMoxwThub9aaVu82iQuhNAsEZJCYFi1acClgLMnnrFDbAlTPwQ,그 뤠 잇 문,1076,99,63,False,False,False,False
CHALLENGER,"{'summonerId': 'FIWtglghhjsixU4KlYKbl9Cyf1Oq4ozKhW0tUNaE43gHdg', 'summonerName': '전략은 마진주', 'leaguePoints': 1089, 'rank': 'I', 'wins': 468, 'losses': 470, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",FIWtglghhjsixU4KlYKbl9Cyf1Oq4ozKhW0tUNaE43gHdg,전략은 마진주,1089,468,470,False,False,True,True
CHALLENGER,"{'summonerId': 'rhvzyihTLvB92PMIH4GWs4Yv3Od71SxLCn9s8VAs_C4dHbo', 'summonerName': '응애 나 애기보리', 'leaguePoints': 1124, 'rank': 'I', 'wins': 185, 'losses': 134, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",rhvzyihTLvB92PMIH4GWs4Yv3Od71SxLCn9s8VAs_C4dHbo,응애 나 애기보리,1124,185,134,True,False,False,False
CHALLENGER,"{'summonerId': 'ijAXbbY_tkIYsNHzONq-SneKZKeMHW6wzDGcyPC5DLsKyWWF', 'summonerName': 'Jin Jin', 'leaguePoints': 1337, 'rank': 'I', 'wins': 217, 'losses': 142, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",ijAXbbY_tkIYsNHzONq-SneKZKeMHW6wzDGcyPC5DLsKyWWF,Jin Jin,1337,217,142,True,False,False,False
CHALLENGER,"{'summonerId': 'qcQOVUPUPOwV7ehxfXX_laa74NbNnhxIuHEZelmYkiT-QXtll9KbJIQvQg', 'summonerName': 'tft xyz', 'leaguePoints': 1113, 'rank': 'I', 'wins': 177, 'losses': 128, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",qcQOVUPUPOwV7ehxfXX_laa74NbNnhxIuHEZelmYkiT-QXtll9KbJIQvQg,tft xyz,1113,177,128,False,False,True,True
CHALLENGER,"{'summonerId': 'mtghUhwnOy0CEOLd5kWRKb57aozN2vRXJG505sx04smIJXE', 'summonerName': 'luxfan', 'leaguePoints': 1011, 'rank': 'I', 'wins': 202, 'losses': 180, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",mtghUhwnOy0CEOLd5kWRKb57aozN2vRXJG505sx04smIJXE,luxfan,1011,202,180,False,False,False,False
CHALLENGER,"{'summonerId': 'YaeLbk7rie_IUZ-qaE2ojjERKl-4dVZUZA7w6IJER56txA', 'summonerName': '깨 우', 'leaguePoints': 1135, 'rank': 'I', 'wins': 225, 'losses': 203, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",YaeLbk7rie_IUZ-qaE2ojjERKl-4dVZUZA7w6IJER56txA,깨 우,1135,225,203,False,False,False,False
CHALLENGER,"{'summonerId': 'BuE1XlpU31U-SN1RsDDXPnIlcGibjCrEjdupujqr2p8yF-Q', 'summonerName': 'InV Rea', 'leaguePoints': 1223, 'rank': 'I', 'wins': 197, 'losses': 112, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",BuE1XlpU31U-SN1RsDDXPnIlcGibjCrEjdupujqr2p8yF-Q,InV Rea,1223,197,112,True,False,False,False
CHALLENGER,"{'summonerId': 'j0CkLx0_W63ZlVQxkCpMsXkpxxu1BHE6AbjteM7GxPyGWxI3', 'summonerName': '뿔보 김뚜헝', 'leaguePoints': 1475, 'rank': 'I', 'wins': 614, 'losses': 321, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",j0CkLx0_W63ZlVQxkCpMsXkpxxu1BHE6AbjteM7GxPyGWxI3,뿔보 김뚜헝,1475,614,321,True,False,False,False
CHALLENGER,"{'summonerId': 'r5DDXLVKAhky0M-i8NmbfOU_auLLwf3wwXmMeh39X8C8Pw', 'summonerName': 'Teukhan', 'leaguePoints': 1059, 'rank': 'I', 'wins': 395, 'losses': 382, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",r5DDXLVKAhky0M-i8NmbfOU_auLLwf3wwXmMeh39X8C8Pw,Teukhan,1059,395,382,False,False,True,True
CHALLENGER,"{'summonerId': 'UHWIcuxRkFja6cV5LWqAK3x_FajBqzatJchhtjENXK8Uk-8', 'summonerName': 'Acro 정재경', 'leaguePoints': 1178, 'rank': 'I', 'wins': 144, 'losses': 111, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",UHWIcuxRkFja6cV5LWqAK3x_FajBqzatJchhtjENXK8Uk-8,Acro 정재경,1178,144,111,True,False,False,False
CHALLENGER,"{'summonerId': 'goe0j8G02-cvvoiQFcKj5W_pPIBIS4d3NKNRpiApAjREVRo', 'summonerName': '장봄준 fan', 'leaguePoints': 1186, 'rank': 'I', 'wins': 201, 'losses': 171, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",goe0j8G02-cvvoiQFcKj5W_pPIBIS4d3NKNRpiApAjREVRo,장봄준 fan,1186,201,171,False,False,False,True
CHALLENGER,"{'summonerId': 'id6yDBFlY57-NMzS2-8W0nb0t9sbXLSDi_kBZpkmadyW-FX0', 'summonerName': 'IllIllIIlIIIlllI', 'leaguePoints': 1116, 'rank': 'I', 'wins': 339, 'losses': 308, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",id6yDBFlY57-NMzS2-8W0nb0t9sbXLSDi_kBZpkmadyW-FX0,IllIllIIlIIIlllI,1116,339,308,False,False,True,True
CHALLENGER,"{'summonerId': 'sR8nf2yiolyLZiigpD7baeinR7aA9SwN52hbYnSxH_MS5by6ZQMoDZMgDg', 'summonerName': '황소 부대 아펠리오스', 'leaguePoints': 1442, 'rank': 'I', 'wins': 165, 'losses': 83, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",sR8nf2yiolyLZiigpD7baeinR7aA9SwN52hbYnSxH_MS5by6ZQMoDZMgDg,황소 부대 아펠리오스,1442,165,83,True,False,False,False
CHALLENGER,"{'summonerId': 'Xp5ekOkMu7b1Hwc8Y7t_5f5L89lRNVdnOEDIAXyVOlftFQ', 'summonerName': '쬬 쿵', 'leaguePoints': 1101, 'rank': 'I', 'wins': 198, 'losses': 163, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",Xp5ekOkMu7b1Hwc8Y7t_5f5L89lRNVdnOEDIAXyVOlftFQ,쬬 쿵,1101,198,163,False,False,False,False
CHALLENGER,"{'summonerId': 'ZUfYsDGoO5RnUzYnDdEGOBz4z-rujtxF6uYE-WCaqzBFTR0', 'summonerName': '머리박기좋은날', 'leaguePoints': 1415, 'rank': 'I', 'wins': 296, 'losses': 201, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",ZUfYsDGoO5RnUzYnDdEGOBz4z-rujtxF6uYE-WCaqzBFTR0,머리박기좋은날,1415,296,201,True,False,False,False
CHALLENGER,"{'summonerId': 'MEY8oimMbECy7lW6EejoIrjTzZI8Pt4K_FdjO_NY2d_Zk2f5xpEiuw8Cpw', 'summonerName': '천연만화', 'leaguePoints': 997, 'rank': 'I', 'wins': 104, 'losses': 66, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",MEY8oimMbECy7lW6EejoIrjTzZI8Pt4K_FdjO_NY2d_Zk2f5xpEiuw8Cpw,천연만화,997,104,66,False,False,False,False
CHALLENGER,"{'summonerId': 'z3QETFhHwn5n_Igvr-w89trxBW5kXSzWFl9jqIZvY0k78Zk', 'summonerName': '치타의은밀한계략', 'leaguePoints': 1274, 'rank': 'I', 'wins': 202, 'losses': 170, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",z3QETFhHwn5n_Igvr-w89trxBW5kXSzWFl9jqIZvY0k78Zk,치타의은밀한계략,1274,202,170,False,False,False,False
CHALLENGER,"{'summonerId': 'TQpgy1_eSt-P_NRpJlY04zzAzCJQ2YRJ_icLUPeGiR1TTLkOYOEYz8InsQ', 'summonerName': '공감능력상실', 'leaguePoints': 1031, 'rank': 'I', 'wins': 163, 'losses': 117, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",TQpgy1_eSt-P_NRpJlY04zzAzCJQ2YRJ_icLUPeGiR1TTLkOYOEYz8InsQ,공감능력상실,1031,163,117,False,False,False,False
